r           B(r)            n   pn          qn          |b(r) - (pn/qn)|
2  0.16666665367168106981   2   2137576     12825457    2.942091e-15
3  0.03876817959445546385   10  885         22828       1.656837e-10
5  0.00338843481872520185   5   107         31578       1.676577e-10 
7  0.00033385807315271758   4   7           20967       1.058707e-10
9  0.00003361417873171954   1   1           29749       3.965481e-10
11 0.00000340068159331834   1   1           294058      8.066544e-12
13 0.00000034443315153145   1   1           2903320     1.179669e-13 
